target,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
3308.0,C,C,A,A,A,B,-0.09,-0.0,-0.54,2.65,-0.03,-0.59,0.34,1.7
3389.0,A,C,B,B,A,B,0.58,-0.05,,0.96,-0.04,-1.59,0.13,-3.13
3469.0,C,B,A,B,A,B,0.46,0.02,3.17,4.21,-0.24,1.75,1.01,-0.76
3425.0,C,B,D,B,A,B,2.11,0.01,3.0,0.76,0.89,-0.65,1.69,1.55
3111.0,A,B,C,A,A,A,2.35,-0.0,,0.26,1.83,1.12,1.73,-0.03
3403.0,B,C,C,B,B,A,0.96,0.87,5.26,0.09,0.31,-1.02,1.4,-1.89
3132.0,B,A,A,B,A,B,0.02,1.02,0.55,0.02,4.12,-0.6,0.95,0.66
3305.0,A,C,B,B,A,B,-2.65,-0.15,1.85,0.09,-0.14,-0.52,2.93,-0.44
2962.0,,B,C,B,A,B,1.24,0.01,,0.67,-0.13,-0.7,0.71,-1.9
2967.0,A,A,A,,A,A,1.14,-0.05,,1.24,-0.12,0.56,0.45,-0.17
3522.0,C,C,C,B,A,B,1.18,0.04,,0.72,0.37,0.06,0.74,1.49
3495.0,C,B,D,B,B,A,0.33,0.87,1.53,0.01,-0.08,0.09,0.89,-0.92
3141.0,B,B,B,A,B,B,0.28,-0.01,-0.61,,-0.18,2.29,2.05,0.57
3778.0,C,C,C,B,A,A,0.52,3.43,2.16,,6.78,1.29,1.22,3.66
3333.0,,C,D,A,B,B,3.42,3.16,,,-0.24,-1.66,1.5,-0.1
3290.0,,A,C,A,B,B,-0.16,0.0,0.07,0.1,0.69,0.52,0.57,1.2
3160.0,A,C,C,B,A,B,-0.13,0.01,,0.0,-0.16,-2.43,2.13,-3.93
3076.0,,C,D,B,A,A,-0.68,0.73,,2.36,0.73,1.17,0.08,-2.76
3250.0,A,B,C,A,B,B,0.96,-0.0,-0.91,1.18,0.99,0.5,1.3,2.09
3094.0,A,B,C,A,A,A,0.11,-1.14,,0.91,1.84,1.9,0.73,0.41
3290.0,A,B,C,B,B,A,-0.2,-0.23,,0.3,3.24,0.31,0.4,-1.47
3159.0,,C,C,B,B,A,1.09,0.04,1.31,0.81,-0.13,-1.34,0.15,1.37
3315.0,A,C,B,B,A,A,0.58,0.28,,0.09,1.49,1.95,0.68,-2.28
3019.0,A,C,A,B,A,A,-0.77,-0.25,,0.16,1.56,-0.07,0.79,0.9
3195.0,B,C,C,A,B,B,-0.44,0.0,7.79,0.58,-0.06,0.48,1.14,0.79
3190.0,A,B,C,B,B,A,0.89,1.03,,,0.45,0.33,2.25,-2.49
3308.0,C,C,B,A,B,B,5.6,-0.04,,0.2,1.23,2.04,0.6,-0.25
3265.0,C,B,A,B,A,B,0.54,-0.28,1.85,0.15,0.39,0.96,0.05,1.14
3388.0,A,C,A,B,B,B,0.41,0.3,,2.74,-0.25,0.18,0.22,-1.02
3482.0,A,C,C,B,A,B,1.89,2.34,-0.38,0.33,6.1,-1.88,0.85,-0.54
3237.0,B,A,B,,A,B,0.4,0.27,,0.24,0.25,-1.85,0.86,-0.92
3000.0,B,A,B,A,B,A,-2.24,-0.1,-1.1,0.03,1.49,1.38,0.96,0.48
3193.0,,C,A,B,A,A,1.17,0.07,,1.62,-0.12,-0.85,0.68,0.39
3088.0,B,A,C,B,B,A,1.56,0.02,0.74,0.16,-0.24,1.93,1.36,0.07
3804.0,A,C,C,B,A,B,1.45,0.09,0.54,4.94,4.16,-0.16,2.31,0.32
3146.0,A,B,C,A,A,A,1.54,-0.08,-0.17,0.15,3.65,-0.47,0.96,-2.07
3196.0,B,C,B,B,B,A,0.01,0.03,-0.69,0.24,-0.1,-0.12,1.76,7.45
3073.0,A,C,C,B,A,B,-1.86,-1.49,-1.33,0.18,2.57,-2.1,0.89,0.6
3295.0,A,C,D,B,B,B,2.12,2.03,,,-0.22,0.18,1.28,-1.93
3375.0,C,B,B,A,A,A,1.53,0.02,1.05,2.69,0.24,3.58,1.2,-0.45
3321.0,C,B,C,A,A,A,0.58,0.04,-1.37,6.51,1.44,2.81,0.76,-3.19
3345.0,A,C,C,A,B,B,0.35,-0.46,,0.25,7.56,0.04,0.5,-0.01
2945.0,B,C,C,A,A,A,0.79,-0.02,1.1,0.05,-0.25,1.26,1.13,0.77
3191.0,B,B,C,B,A,A,-2.97,-0.48,,1.28,-0.19,4.39,0.96,2.54
3018.0,,C,A,A,A,A,-0.71,-0.03,0.56,0.0,-0.05,0.06,1.97,-1.06
3034.0,A,A,B,B,A,A,0.8,-0.13,,2.4,-0.09,1.4,0.29,-2.44
3622.0,B,C,A,B,A,B,1.38,-0.44,-2.3,0.72,13.38,-0.29,0.28,1.74
3370.0,A,B,C,B,A,B,1.75,2.44,-0.3,0.01,3.44,0.17,1.3,-1.55
3478.0,B,A,A,B,A,B,0.91,-0.18,1.62,1.4,0.53,-0.88,1.28,2.27
3366.0,C,A,B,B,B,B,-2.73,-0.01,,0.26,1.14,0.28,1.66,3.48
3486.0,B,C,C,B,A,B,-0.33,-0.01,,,1.93,-0.03,2.21,-0.4
3554.0,C,B,C,B,A,B,0.69,-0.01,3.56,2.35,1.44,1.12,0.07,1.23
3221.0,C,B,B,A,A,A,-0.83,0.0,1.76,2.18,2.32,0.88,0.3,-1.05
3271.0,C,A,C,B,B,B,0.62,0.08,,0.22,0.08,-2.87,1.75,1.39
3376.0,C,B,B,B,A,A,1.26,0.56,1.55,,5.01,-0.67,0.72,1.03
3762.0,B,B,C,B,A,B,2.46,4.25,,,8.37,-1.1,1.62,-0.09
3472.0,B,A,B,B,B,B,1.33,5.23,1.25,2.74,0.7,-0.02,0.33,0.67
3080.0,A,C,C,B,A,A,0.13,0.11,-1.12,2.43,0.64,-0.97,0.71,1.02
3522.0,A,B,B,B,A,B,1.48,-0.04,1.37,1.76,0.17,-2.05,2.1,0.36
3056.0,C,C,A,B,B,A,2.17,0.15,-1.23,1.16,-0.04,-0.01,0.0,0.9
3936.0,A,C,C,B,A,B,1.46,3.24,4.27,3.72,8.29,-0.67,0.85,-0.73
3222.0,B,C,B,B,A,A,2.11,1.25,-0.62,0.53,1.65,0.17,0.61,0.66
3431.0,A,B,B,B,A,B,5.68,0.0,1.39,1.77,4.47,-0.56,1.34,0.99
3321.0,B,C,B,A,A,A,1.25,0.86,,0.28,2.34,1.22,0.99,-3.42
3747.0,B,A,B,B,A,B,2.52,-0.01,,4.94,1.69,-0.84,0.99,2.24
3441.0,C,B,C,B,A,B,-0.74,0.0,3.07,0.21,-0.24,-0.53,0.81,0.17
3479.0,A,B,D,A,A,B,5.52,0.0,1.52,,4.07,3.17,0.51,-1.11
3239.0,A,B,C,B,B,A,1.21,0.01,0.9,0.05,0.77,1.08,0.05,1.02
3143.0,A,C,C,B,A,A,0.04,0.17,-0.71,0.0,-0.12,0.67,1.41,-1.38
3083.0,A,A,C,B,A,A,0.92,-0.02,,,-0.25,0.46,0.13,-0.5
3456.0,C,A,A,B,A,B,-0.68,-0.03,0.83,0.63,9.55,-0.35,0.75,2.1
3078.0,A,B,A,B,A,A,0.22,0.02,1.03,2.47,0.2,-0.92,1.08,-3.11
3041.0,C,C,A,A,B,A,-1.22,-0.82,,,2.61,-0.18,1.0,3.53
3396.0,A,B,C,B,A,B,0.16,-0.08,2.86,0.09,0.12,-1.13,2.02,-0.05
3255.0,A,C,A,B,A,B,-0.32,-0.0,-0.69,0.27,4.08,-1.53,0.2,1.94
3715.0,,C,B,B,A,B,1.66,1.12,,2.53,3.34,-0.8,2.23,-0.88
2881.0,,B,C,A,B,A,-0.59,-0.01,-1.76,0.32,-0.11,3.48,1.27,-0.22
3370.0,C,C,D,B,B,A,0.38,0.12,,2.75,0.3,2.01,0.3,0.38
3310.0,A,C,B,B,A,B,-0.07,0.0,,0.0,-0.18,0.51,0.41,-1.84
3342.0,A,A,C,B,A,A,-0.41,0.0,1.44,,4.86,0.16,1.95,-1.59
3341.0,B,B,C,B,B,A,-1.14,-0.01,,3.5,0.01,0.72,0.76,-0.7
3635.0,C,C,C,B,B,B,1.37,0.47,1.41,,-0.23,-0.17,1.31,-0.8
3092.0,B,A,B,A,B,B,0.72,0.01,,0.01,0.58,0.07,1.58,2.14
3060.0,B,C,B,A,A,A,1.34,-0.01,-0.35,0.22,1.32,-0.38,0.42,1.54
3370.0,C,B,B,B,A,B,0.67,-0.45,-1.87,0.67,4.04,-2.41,0.9,3.32
3348.0,A,B,A,B,B,B,0.44,0.07,,0.25,4.13,-0.04,0.97,-1.24
3208.0,A,A,B,B,A,A,-1.05,-0.5,,,0.82,0.67,0.03,0.6
3392.0,C,C,D,A,A,B,1.17,-1.71,,1.54,2.15,2.38,1.42,0.75
3170.0,B,C,D,A,A,A,0.91,-1.28,7.87,0.11,0.94,-1.43,0.24,-0.53
3480.0,,C,B,B,A,B,1.15,0.03,0.01,,0.28,1.52,0.19,1.39
4092.0,C,C,C,B,A,B,2.34,7.8,,,0.66,1.41,0.43,1.26
3207.0,C,B,B,A,A,B,3.16,0.02,2.78,,0.05,-1.72,0.09,2.86
4091.0,B,B,D,B,A,B,-1.04,-0.25,-0.79,1.24,22.91,1.67,3.07,4.05
3617.0,C,C,C,B,A,A,1.92,0.81,7.22,,-0.13,-1.31,0.12,-1.62
3426.0,C,B,C,B,A,B,0.95,0.74,1.73,1.27,0.08,0.04,0.28,0.49
3472.0,A,C,C,B,A,B,1.03,-0.03,-0.2,,0.8,1.63,1.41,1.08
3679.0,C,A,B,A,B,A,-1.36,0.02,-1.07,0.1,13.64,1.01,1.77,0.22
2915.0,B,A,B,A,A,A,-0.53,0.36,,0.0,0.02,1.94,1.58,-1.49
3252.0,,A,D,B,A,A,-0.02,-1.49,,1.24,0.23,-0.83,1.39,-1.71
3425.0,B,B,A,B,A,B,2.18,0.37,,0.99,2.16,-1.16,0.49,-0.18
3171.0,A,B,B,B,B,B,-0.75,-2.2,,0.05,-0.17,-1.95,2.73,0.7
3219.0,A,C,A,,A,B,-0.65,0.03,0.49,0.0,0.07,-1.7,0.13,0.5
3147.0,C,C,B,A,B,A,0.77,1.77,-1.81,0.94,-0.12,-0.31,0.91,1.13
3122.0,B,C,C,B,B,B,-0.04,-0.0,-1.87,0.02,1.49,-0.14,1.41,3.19
2888.0,B,C,B,A,A,A,-1.85,-0.22,-1.15,0.0,0.2,-0.29,1.14,1.72
3631.0,,B,C,A,A,A,3.55,0.42,-0.9,4.86,9.01,2.13,0.74,-1.44
3577.0,,B,C,B,A,B,0.23,0.03,2.42,0.42,7.26,-0.62,2.33,1.78
3469.0,A,C,C,B,A,B,2.05,0.01,6.62,1.64,-0.23,-2.31,0.27,-0.67
3259.0,B,C,C,B,A,B,-1.67,-0.0,0.66,,0.3,-1.44,0.61,0.39
3531.0,A,A,C,A,A,B,1.38,0.62,,5.54,-0.25,0.48,1.55,-0.9
3191.0,A,C,B,B,B,B,-0.68,0.01,,,0.13,-1.36,1.96,0.28
3046.0,C,B,C,B,A,A,-0.02,0.04,-1.89,0.78,0.31,-1.18,0.53,-0.69
3165.0,A,A,B,B,B,A,0.0,-0.0,0.59,0.84,0.84,0.99,1.84,1.15
3419.0,A,C,B,B,B,B,1.53,-0.08,,0.54,0.22,-0.76,1.37,-0.84
3431.0,A,C,A,B,B,B,0.0,0.12,1.35,1.93,-0.25,0.33,1.33,0.13
3164.0,B,B,C,A,A,A,1.04,0.12,-0.34,1.01,-0.16,1.2,1.74,-0.6
2956.0,A,C,C,A,A,A,1.67,0.17,-1.07,0.41,0.01,0.42,0.25,-0.32
3321.0,,B,C,B,A,A,0.35,0.13,-0.08,,3.07,-0.38,1.01,0.05
3269.0,C,A,A,B,A,A,1.01,-0.01,1.07,0.16,5.45,1.1,0.39,1.57
3203.0,B,A,C,,A,A,0.56,0.03,-0.05,0.43,0.88,1.08,0.59,4.97
3504.0,B,C,A,B,A,B,0.21,0.33,,,6.25,-4.03,0.44,6.34
3225.0,A,B,B,B,A,B,1.95,0.0,3.94,,1.04,-0.16,0.13,0.01
3633.0,A,A,C,,A,B,3.9,1.82,1.75,,1.96,1.95,1.99,0.07
3030.0,A,B,A,B,A,A,1.77,-0.82,2.26,0.04,-0.23,-0.29,0.99,1.01
3244.0,,B,C,A,A,A,2.27,2.71,0.49,0.05,-0.25,-0.01,3.04,-1.54
3375.0,,A,C,A,A,B,-0.01,0.64,,,3.67,-0.65,2.68,-2.4
3603.0,C,C,B,B,A,B,0.02,0.12,0.52,5.17,0.13,0.44,1.47,3.55
3252.0,A,B,D,A,A,A,0.84,0.0,,0.0,3.74,0.8,1.16,-2.39
3392.0,C,B,C,B,B,A,-0.46,-0.0,,1.8,0.73,-0.31,0.78,0.46
3452.0,C,C,B,B,B,A,1.05,0.21,,,6.31,0.52,1.7,-1.17
3155.0,,C,B,A,B,A,1.91,-0.0,1.09,,2.21,0.86,0.1,-0.1
3397.0,A,C,A,B,A,B,1.76,0.0,1.52,0.01,4.88,-2.13,1.15,-0.22
3241.0,,B,B,,A,A,0.32,-0.02,2.12,0.85,1.48,1.29,0.56,-2.2
3417.0,C,A,B,B,A,B,4.65,0.1,5.97,0.59,0.18,0.54,1.2,0.42
3221.0,B,A,B,A,A,A,2.07,0.2,0.24,1.85,0.33,0.17,1.95,-1.95
3381.0,C,C,C,B,A,A,1.36,-0.0,,0.06,3.94,0.57,1.41,1.38
3640.0,,B,C,B,A,A,1.35,0.18,2.23,0.11,6.74,-0.77,0.89,0.03
3494.0,C,C,B,B,A,B,3.34,-0.04,,3.28,3.5,-2.54,0.07,2.3
3958.0,B,C,C,B,A,A,-0.27,0.14,,,17.41,1.76,1.79,2.6
3619.0,B,B,C,A,A,A,-0.38,-0.04,,,6.89,-1.74,3.03,2.7
3459.0,B,C,A,B,A,B,2.52,0.05,0.23,2.89,1.23,-2.3,0.6,0.05
3087.0,,C,B,B,A,A,0.02,0.0,,0.96,-0.24,2.3,1.58,-0.12
3149.0,,A,D,B,A,A,1.19,0.0,-0.17,0.09,3.58,1.64,0.33,-1.55
3800.0,A,C,B,,A,B,0.14,-0.03,1.59,7.4,5.37,-0.19,1.98,-1.04
3639.0,C,A,C,B,A,A,0.82,0.0,2.43,1.14,5.48,0.03,1.22,-0.61
3410.0,A,B,C,B,A,B,2.84,0.01,,2.84,-0.23,1.44,1.57,-0.15
3324.0,C,B,B,A,B,B,3.36,0.37,-0.18,,6.45,1.77,0.12,1.4
3078.0,C,A,B,A,B,A,0.84,-0.0,0.57,0.29,0.11,0.62,0.85,1.87
3117.0,A,A,C,A,A,B,1.13,0.16,-1.69,0.14,3.53,-0.22,0.16,-0.78
3397.0,A,C,B,B,A,A,-1.62,2.09,-1.81,0.75,9.73,0.27,0.43,-1.83
3150.0,A,B,C,B,B,A,0.77,-0.7,1.36,,0.55,0.4,0.61,-0.74
3401.0,A,B,D,A,B,B,2.26,-0.17,,0.5,4.85,0.14,1.66,0.04
3121.0,C,A,C,B,B,A,-1.19,-0.56,,0.16,2.19,1.46,1.46,-0.23
3251.0,A,B,C,B,A,B,1.94,-0.49,0.61,1.49,1.47,-2.57,0.02,2.02
3097.0,C,A,C,B,A,A,-1.55,-0.3,0.82,,1.27,0.46,0.87,1.82
3019.0,A,B,D,B,A,B,-0.4,-0.22,0.43,0.01,0.28,0.31,0.75,0.93
3244.0,B,A,C,A,A,B,0.21,-0.05,2.35,1.1,0.06,0.86,0.67,-0.38
3783.0,C,C,C,A,A,B,2.55,-0.1,1.47,2.81,7.98,1.86,0.36,2.96
3188.0,,C,B,A,B,B,1.88,1.03,,0.55,-0.25,2.04,0.49,0.75
3411.0,A,B,A,B,B,A,-0.68,-0.0,0.78,1.39,5.89,-0.34,1.35,-1.6
3336.0,A,C,C,B,B,A,-0.63,-0.0,2.73,0.03,0.13,1.23,2.3,0.15
3555.0,,C,C,B,A,A,1.67,-0.01,2.46,0.05,9.78,0.02,1.77,0.11
3382.0,C,B,C,B,A,B,0.71,0.01,,2.8,2.02,-2.52,0.72,5.83
3174.0,C,A,B,B,A,B,0.72,-0.0,0.07,0.01,-0.01,0.2,0.67,2.27
3369.0,A,C,B,B,A,B,0.86,-0.03,1.58,2.0,0.43,-0.93,1.17,0.81
3232.0,C,B,B,A,B,B,0.28,0.01,-0.54,0.01,0.5,-0.51,1.6,0.38
3083.0,C,B,B,A,A,A,1.67,0.0,1.8,0.12,0.34,2.24,1.62,-2.71
3475.0,C,C,C,B,A,A,2.11,0.18,,0.05,3.34,-0.9,1.27,0.87
3069.0,C,B,A,B,B,B,-1.04,0.03,,0.07,-0.2,0.08,0.87,-1.17
3226.0,A,A,C,B,A,A,0.21,-0.23,,0.59,1.21,0.59,1.86,-1.23
3301.0,C,C,B,B,A,B,0.53,-0.0,2.12,0.2,2.22,-0.54,1.33,-1.48
3650.0,A,C,D,A,B,B,1.48,-0.0,-2.31,,3.44,-2.13,1.39,5.66
3311.0,,B,B,A,A,B,1.75,0.18,,1.56,-0.22,-0.19,1.65,-1.3
3525.0,A,C,D,B,B,B,1.91,1.14,1.11,0.48,1.67,1.61,2.38,-2.69
3426.0,,C,B,B,A,A,1.43,0.99,1.17,2.48,0.95,-1.99,2.12,-1.77
3637.0,C,A,B,B,A,B,-0.01,-0.15,3.38,3.91,-0.18,-1.01,0.96,1.27
3270.0,C,C,A,A,A,A,1.48,0.34,,,5.78,2.24,0.75,-2.25
3577.0,B,A,A,B,A,B,0.68,-0.0,3.03,5.13,2.97,2.12,1.62,1.22
3162.0,A,A,A,B,A,B,0.45,0.24,,2.67,1.4,-1.06,0.32,-1.01
3141.0,B,A,D,A,A,B,2.05,-0.75,0.25,0.03,-0.19,2.99,1.18,0.11
2974.0,A,B,C,A,B,A,1.55,-0.0,-2.1,1.08,-0.09,0.58,1.64,0.33
3016.0,B,C,C,B,A,A,0.75,0.69,,,0.15,0.39,0.12,0.53
3419.0,,A,C,B,A,A,1.9,0.0,2.12,,1.07,2.77,0.42,1.11
3167.0,C,A,D,A,B,B,3.12,2.29,,,0.94,-1.03,0.95,-0.63
3295.0,C,C,C,,B,A,1.36,0.04,,3.64,3.49,0.56,0.58,-1.74
3412.0,A,A,C,B,A,B,2.61,-0.0,,1.94,1.96,0.39,1.05,0.32
3181.0,A,A,A,B,A,B,0.7,-0.11,,2.58,0.41,2.24,0.68,-0.64
3178.0,C,B,B,B,A,B,-1.07,0.0,0.3,,0.82,-3.25,0.95,-2.43
3040.0,B,C,A,B,A,A,-0.84,-0.56,2.32,0.1,0.95,1.35,0.45,-2.46
3186.0,B,B,B,A,B,B,1.61,-0.04,,0.32,-0.2,-2.25,0.2,-0.13
3402.0,B,C,C,B,B,B,3.13,1.82,0.55,,0.16,-1.87,0.2,0.76
3030.0,A,A,A,B,A,A,1.06,-0.02,-0.51,4.36,1.07,1.26,0.54,0.26
3470.0,A,B,B,B,B,B,0.51,0.01,-0.49,0.02,8.36,-1.31,0.26,-2.82
2980.0,B,A,B,A,A,A,-0.18,-0.03,,0.16,0.2,1.48,0.12,-0.82
3291.0,B,C,C,B,A,A,1.48,0.0,,0.95,2.94,-1.41,1.52,-1.16
3282.0,C,C,C,A,B,A,2.85,-1.22,,4.08,-0.14,-0.98,2.18,0.77
3400.0,C,B,C,A,B,B,1.26,-0.02,1.09,0.83,0.28,1.99,1.62,0.36
3083.0,A,B,D,B,A,A,0.09,0.5,7.25,0.02,1.3,-1.8,0.81,-0.86
3426.0,A,A,C,B,A,A,0.63,0.34,1.22,4.72,0.7,1.51,0.55,-1.19
3255.0,A,C,B,B,B,B,1.2,0.02,,,0.38,-2.49,1.67,1.06
3992.0,A,B,D,B,A,A,0.46,0.0,-1.54,5.13,14.85,-1.9,1.42,-2.31
3163.0,B,C,D,A,B,B,1.51,0.0,0.19,0.0,1.78,-0.29,0.83,-1.01
3146.0,B,B,B,B,B,A,1.44,0.0,-1.56,2.49,0.28,-1.81,0.45,-2.4
3237.0,,B,A,B,B,B,2.19,-0.01,-2.17,1.65,2.5,0.47,0.21,4.27
3261.0,B,B,C,B,B,B,0.17,-0.0,-0.87,0.15,-0.02,-2.05,0.31,1.16
3480.0,B,C,B,B,B,B,1.2,0.02,,,2.39,0.04,0.16,0.83
2883.0,,A,C,A,A,B,-1.69,-1.65,,1.61,0.03,2.07,0.16,0.39
3390.0,C,A,D,,A,B,-0.59,0.19,,0.04,-0.15,0.15,1.9,1.68
3234.0,,B,B,A,A,A,-0.76,3.47,2.75,,0.37,0.26,1.54,-4.11
3386.0,A,A,B,B,A,B,2.84,0.89,6.54,0.48,6.95,-1.54,0.15,0.25
3569.0,C,C,D,B,A,A,3.31,0.17,,6.52,1.33,-3.96,1.44,-1.55
3552.0,C,A,B,A,B,A,0.71,1.88,0.15,1.84,6.6,-1.33,1.0,0.27
3207.0,,C,B,A,B,A,2.92,0.65,-0.16,1.28,0.1,1.39,2.13,-0.63
3627.0,B,B,C,B,A,A,1.18,0.09,,3.94,4.62,0.58,0.22,0.22
3181.0,C,C,C,B,B,A,0.88,0.59,-2.35,4.42,0.9,0.41,0.49,-0.91
3211.0,B,B,C,B,A,B,-1.29,0.0,1.32,0.0,-0.07,0.2,0.58,0.44
3152.0,B,A,C,B,A,A,-0.01,0.0,-0.11,0.4,-0.11,0.7,1.52,0.33
3693.0,A,B,C,B,A,B,-0.92,0.0,,,0.38,3.17,0.58,0.99
3195.0,B,B,B,B,A,B,2.1,0.38,,0.07,1.23,-2.04,0.03,-2.1
3375.0,A,C,C,A,A,A,-1.63,-0.36,2.15,0.27,5.09,-0.5,3.07,-0.37
3439.0,C,A,C,,A,A,0.81,2.1,,1.22,3.2,3.82,1.97,0.38
3416.0,B,B,B,B,A,B,0.31,0.28,7.92,2.68,0.29,-3.57,0.78,1.57
3029.0,C,B,B,A,A,B,0.67,-0.01,,0.08,-0.22,-0.1,0.8,1.32
3194.0,A,C,C,A,A,A,-0.78,-0.87,,0.23,-0.13,2.14,2.01,1.11
3022.0,C,A,C,A,A,A,1.18,0.0,,,0.4,-0.06,0.3,-0.36
3186.0,B,A,D,B,B,A,-0.5,-0.0,-1.08,0.02,-0.23,0.73,2.11,2.08
3246.0,A,B,A,B,A,B,0.25,0.08,,0.14,2.91,-0.44,1.67,0.04
3409.0,B,A,C,B,B,A,-0.81,0.3,2.27,1.95,2.83,-0.9,0.91,-1.42
3317.0,B,B,C,B,A,A,1.0,0.13,0.97,1.83,1.38,0.32,0.02,-0.77
3271.0,C,B,C,A,B,A,2.12,2.96,,0.96,-0.25,0.51,1.16,1.4
3666.0,A,B,C,B,B,B,2.58,0.03,7.87,0.0,6.99,0.06,4.19,0.67
3075.0,B,C,A,,A,A,1.04,0.0,-0.66,,0.19,2.47,2.22,-1.11
3509.0,,C,B,B,A,A,0.05,-0.03,-0.2,2.59,0.23,-2.87,0.27,-1.4
4408.0,B,B,C,B,B,A,1.88,29.95,,0.39,0.05,-1.25,0.44,-0.21
3228.0,,B,C,B,B,A,1.25,0.83,,,-0.25,0.31,1.91,1.29
3163.0,A,B,B,B,A,B,1.7,0.09,,,2.17,-0.13,2.18,-0.85
3146.0,B,A,C,A,A,B,3.52,0.2,-1.23,,-0.19,-0.49,1.64,1.12
3252.0,C,B,A,B,B,B,-1.17,-0.22,0.36,,-0.23,-1.79,0.98,0.61
3314.0,C,C,A,A,A,B,1.35,-0.0,,0.74,1.6,0.27,0.65,0.22
3338.0,B,C,D,B,B,A,0.54,-0.27,,0.22,2.27,0.27,3.02,1.26
4010.0,B,A,B,B,A,A,3.57,0.0,2.15,13.53,6.82,2.59,0.28,0.04
3162.0,C,B,D,B,A,A,-1.19,-0.0,2.82,0.11,-0.12,1.99,0.47,-0.24
3061.0,C,B,C,A,A,A,2.45,0.0,0.17,0.02,-0.23,-0.77,0.09,0.16
3371.0,C,A,C,A,B,B,1.6,0.84,2.73,0.22,1.66,-0.62,0.1,-0.57
3316.0,A,C,B,B,B,B,3.33,1.82,,0.08,5.02,1.43,0.8,-0.57
3466.0,A,C,C,B,B,B,0.45,-0.01,1.61,3.32,0.04,-0.31,3.43,-1.49
3157.0,A,C,B,B,A,A,0.38,-0.0,1.21,0.31,0.84,0.26,1.46,-0.5
3246.0,B,A,C,B,B,B,2.76,1.99,,1.95,-0.24,0.83,1.82,-0.14
3276.0,A,C,C,B,B,B,1.77,0.17,-0.46,0.0,-0.24,-1.57,2.6,0.42
3649.0,C,C,B,A,B,B,1.94,0.1,-0.56,1.76,6.57,-0.07,1.15,4.52
3558.0,B,A,D,A,B,B,2.42,0.39,0.72,7.41,-0.22,0.82,1.73,2.24
3376.0,C,C,D,A,A,B,3.0,1.97,,0.49,0.05,3.54,2.36,-1.28
3180.0,A,B,D,B,A,B,-0.49,-0.0,-0.37,,-0.01,-0.62,1.2,0.64
3304.0,B,C,C,A,A,B,3.37,1.51,,0.11,-0.16,0.58,1.91,-1.81
3003.0,A,A,B,A,B,B,-0.51,-0.0,-2.73,0.17,1.61,0.79,1.13,-0.43
3109.0,A,A,C,A,A,B,1.97,-0.0,,,0.57,-2.11,0.06,-2.7
3420.0,A,C,B,B,A,B,2.01,0.07,,,0.59,-0.09,0.22,0.26
3176.0,C,A,B,B,A,A,-1.1,-0.0,,,-0.21,2.53,0.02,-0.54
2898.0,A,B,A,B,A,A,-1.48,0.01,0.06,0.88,0.25,0.69,0.91,-2.85
3551.0,A,C,B,B,A,B,2.28,0.22,,,1.83,-0.68,1.61,-1.98
3248.0,C,C,A,B,A,B,4.21,1.05,-2.02,1.88,0.5,1.13,1.9,-0.64
3566.0,C,C,A,B,A,B,0.01,0.02,2.14,,2.03,2.37,2.26,1.25
3040.0,A,B,C,B,A,B,1.08,0.0,,0.59,-0.24,-1.41,0.49,-3.09
2993.0,C,A,B,A,A,A,1.59,-0.0,-0.91,0.1,-0.22,2.9,1.43,-0.22
3193.0,A,A,C,B,B,B,0.85,0.81,-0.67,0.49,1.66,2.05,1.6,-0.83
3403.0,B,C,C,A,B,A,1.6,-0.16,,,0.19,1.55,3.42,0.44
3201.0,A,C,B,A,B,A,2.31,0.05,-1.47,,2.58,0.42,0.41,-0.17
3048.0,A,C,B,B,A,A,1.18,-0.0,,0.32,1.44,-0.07,0.29,-2.0
3682.0,A,C,A,A,A,A,-1.5,0.44,7.73,4.11,8.25,0.25,1.86,-0.36
3040.0,C,A,C,A,A,B,1.9,0.0,,0.08,-0.16,0.96,0.75,0.62
3650.0,C,C,B,B,B,A,2.19,1.04,0.31,,4.24,-0.88,2.09,-0.59
3171.0,A,C,B,B,B,B,2.76,-0.0,-0.26,0.21,0.62,-0.18,3.78,1.56
3723.0,A,C,B,B,A,B,1.52,6.84,0.81,5.04,0.07,0.21,0.56,-0.16
2936.0,,B,B,A,A,A,-1.19,-0.17,,0.0,-0.07,1.51,0.84,-0.96
3355.0,C,A,D,A,B,A,1.62,-0.0,0.54,0.09,2.77,-1.28,1.93,1.57
2893.0,C,B,A,A,A,A,-0.21,-0.06,-0.11,0.06,0.66,1.07,0.05,-0.3
3528.0,A,A,D,A,A,B,0.8,0.31,,,1.66,3.63,1.14,-1.96
3269.0,A,B,B,B,A,B,1.18,0.11,,1.08,3.53,-0.2,0.63,0.9
3369.0,A,B,D,A,A,B,1.65,0.01,,0.03,-0.18,0.53,0.57,-1.26
3633.0,A,A,C,B,A,B,0.21,-0.82,0.24,10.12,1.17,-2.39,3.27,1.46
3035.0,B,B,B,B,A,A,0.46,0.17,0.09,0.78,1.22,2.33,0.6,-0.02
3150.0,A,A,C,,A,A,-0.23,-0.2,1.63,1.11,0.35,-0.01,0.74,-2.07
3472.0,A,C,A,B,A,B,0.34,-0.02,,1.58,3.79,-1.4,0.94,2.3
3286.0,C,C,B,A,B,B,2.1,-0.0,,0.23,0.32,1.9,0.13,1.8
